conversation_id,domain,n_turns,n_changes,n_transitions,drift_score,emotions
gardening_61_10,gardening,20,17,19,0.8947368421052632,"['curious', 'curious', 'enthusiastic', 'amused', 'happy', 'curious', 'excited', 'excited', 'happy', 'amused', 'enthusiastic', 'excited', 'happy', 'amused', 'enthusiastic', 'excited', 'curious', 'amused', 'enthusiastic', 'curious']"
gardening_62_10,gardening,10,9,9,1.0,"['relaxed', 'grateful', 'happy', 'grateful', 'happy', 'excited', 'curious', 'amused', 'relaxed', 'happy']"
gardening_64_8,gardening,8,7,7,1.0,"['amused', 'relaxed', 'grateful', 'hopeful', 'happy', 'amused', 'happy', 'excited']"
gardening_67_10,gardening,20,15,19,0.7894736842105263,"['curious', 'curious', 'excited', 'enthusiastic', 'happy', 'curious', 'excited', 'excited', 'happy', 'amused', 'grateful', 'surprised', 'nostalgic', 'excited', 'happy', 'happy', 'curious', 'excited', 'excited', 'curious']"
gardening_75_8,gardening,8,7,7,1.0,"['grateful', 'happy', 'grateful', 'happy', 'relaxed', 'grateful', 'relaxed', 'amused']"
gardening_77_10,gardening,20,16,19,0.8421052631578947,"['enthusiastic', 'amused', 'curious', 'relaxed', 'enthusiastic', 'amused', 'happy', 'excited', 'excited', 'happy', 'amused', 'amused', 'happy', 'curious', 'amused', 'surprised', 'curious', 'amused', 'amused', 'curious']"
gardening_77_8,gardening,8,7,7,1.0,"['curious', 'excited', 'amused', 'curious', 'amused', 'excited', 'enthusiastic', 'proud']"
gardening_77_9,gardening,9,8,8,1.0,"['enthusiastic', 'curious', 'enthusiastic', 'curious', 'amused', 'happy', 'excited', 'curious', 'amused']"
gardening_88_10,gardening,10,9,9,1.0,"['amused', 'curious', 'amused', 'curious', 'excited', 'amused', 'relaxed', 'hopeful', 'curious', 'enthusiastic']"
gardening_99_9,gardening,18,15,17,0.8823529411764706,"['amused', 'excited', 'excited', 'happy', 'enthusiastic', 'enthusiastic', 'proud', 'excited', 'relaxed', 'enthusiastic', 'amused', 'happy', 'excited', 'grateful', 'amused', 'relaxed', 'curious', 'happy']"
health_100_10,health,10,9,9,1.0,"['happy', 'grateful', 'relaxed', 'hopeful', 'excited', 'proud', 'grateful', 'nostalgic', 'grateful', 'happy']"
health_10_8,health,8,7,7,1.0,"['proud', 'grateful', 'hopeful', 'excited', 'proud', 'grateful', 'proud', 'grateful']"
health_11_9,health,9,8,8,1.0,"['excited', 'amused', 'happy', 'curious', 'excited', 'curious', 'amused', 'relaxed', 'happy']"
health_12_10,health,10,9,9,1.0,"['hopeful', 'happy', 'curious', 'enthusiastic', 'excited', 'proud', 'excited', 'happy', 'curious', 'excited']"
health_12_9,health,18,14,17,0.8235294117647058,"['excited', 'happy', 'proud', 'proud', 'grateful', 'excited', 'relaxed', 'happy', 'grateful', 'curious', 'hopeful', 'excited', 'excited', 'happy', 'happy', 'curious', 'grateful', 'excited']"
health_1_9,health,18,12,17,0.7058823529411765,"['grateful', 'curious', 'happy', 'excited', 'curious', 'curious', 'excited', 'excited', 'proud', 'happy', 'excited', 'amused', 'amused', 'curious', 'excited', 'excited', 'proud', 'proud']"
health_29_8,health,16,12,15,0.8,"['relaxed', 'relaxed', 'hopeful', 'happy', 'grateful', 'relaxed', 'relaxed', 'grateful', 'hopeful', 'hopeful', 'excited', 'curious', 'proud', 'excited', 'grateful', 'curious']"
health_37_8,health,8,7,7,1.0,"['grateful', 'proud', 'grateful', 'relaxed', 'happy', 'curious', 'enthusiastic', 'happy']"
health_39_8,health,16,14,15,0.9333333333333333,"['sad', 'happy', 'hopeful', 'curious', 'happy', 'excited', 'proud', 'happy', 'happy', 'excited', 'proud', 'happy', 'excited', 'proud', 'curious', 'excited']"
health_42_9,health,9,8,8,1.0,"['hopeful', 'grateful', 'happy', 'excited', 'happy', 'curious', 'excited', 'proud', 'excited']"
health_58_9,health,9,8,8,1.0,"['relaxed', 'nostalgic', 'relaxed', 'grateful', 'hopeful', 'grateful', 'proud', 'excited', 'curious']"
health_64_8,health,16,14,15,0.9333333333333333,"['happy', 'grateful', 'excited', 'proud', 'curious', 'grateful', 'excited', 'happy', 'surprised', 'curious', 'excited', 'excited', 'happy', 'curious', 'proud', 'surprised']"
health_68_8,health,8,7,7,1.0,"['happy', 'excited', 'proud', 'relaxed', 'hopeful', 'curious', 'excited', 'proud']"
health_70_8,health,16,14,15,0.9333333333333333,"['happy', 'sad', 'relaxed', 'hopeful', 'happy', 'curious', 'proud', 'excited', 'happy', 'proud', 'proud', 'happy', 'relaxed', 'enthusiastic', 'hopeful', 'curious']"
health_72_10,health,30,24,29,0.8275862068965517,"['curious', 'sad', 'happy', 'excited', 'hopeful', 'relaxed', 'happy', 'excited', 'hopeful', 'curious', 'proud', 'grateful', 'enthusiastic', 'relaxed', 'relaxed', 'happy', 'happy', 'amused', 'grateful', 'grateful', 'happy', 'happy', 'hopeful', 'grateful', 'relaxed', 'excited', 'hopeful', 'hopeful', 'amused', 'happy']"
health_72_8,health,8,7,7,1.0,"['sad', 'anxious', 'hopeful', 'happy', 'excited', 'enthusiastic', 'proud', 'enthusiastic']"
health_7_10,health,30,26,29,0.896551724137931,"['grateful', 'sad', 'happy', 'hopeful', 'hopeful', 'excited', 'curious', 'excited', 'enthusiastic', 'excited', 'curious', 'proud', 'proud', 'excited', 'grateful', 'relaxed', 'proud', 'relaxed', 'hopeful', 'excited', 'grateful', 'curious', 'amused', 'nostalgic', 'excited', 'excited', 'hopeful', 'happy', 'proud', 'grateful']"
health_85_9,health,18,13,17,0.7647058823529411,"['curious', 'hopeful', 'excited', 'happy', 'happy', 'curious', 'curious', 'excited', 'excited', 'curious', 'amused', 'excited', 'excited', 'happy', 'surprised', 'relaxed', 'curious', 'grateful']"
health_93_10,health,10,9,9,1.0,"['curious', 'excited', 'curious', 'excited', 'proud', 'relaxed', 'happy', 'relaxed', 'happy', 'proud']"
health_95_9,health,9,8,8,1.0,"['sad', 'hopeful', 'excited', 'proud', 'excited', 'proud', 'grateful', 'happy', 'grateful']"
health_98_8,health,8,7,7,1.0,"['excited', 'curious', 'excited', 'proud', 'excited', 'happy', 'proud', 'happy']"
health_99_9,health,18,17,17,1.0,"['proud', 'excited', 'grateful', 'enthusiastic', 'relaxed', 'proud', 'amused', 'grateful', 'excited', 'happy', 'proud', 'excited', 'enthusiastic', 'happy', 'hopeful', 'enthusiastic', 'curious', 'excited']"
history_10_8,history,8,7,7,1.0,"['curious', 'surprised', 'amused', 'curious', 'amused', 'happy', 'amused', 'happy']"
history_13_8,history,8,7,7,1.0,"['amused', 'relaxed', 'grateful', 'happy', 'curious', 'surprised', 'curious', 'amused']"
history_17_9,history,18,15,17,0.8823529411764706,"['grateful', 'happy', 'relaxed', 'grateful', 'happy', 'nostalgic', 'relaxed', 'sad', 'nostalgic', 'nostalgic', 'grateful', 'happy', 'relaxed', 'enthusiastic', 'grateful', 'happy', 'happy', 'amused']"
history_18_8,history,24,22,23,0.9565217391304348,"['proud', 'nostalgic', 'grateful', 'enthusiastic', 'happy', 'relaxed', 'curious', 'amused', 'grateful', 'enthusiastic', 'happy', 'happy', 'proud', 'amused', 'relaxed', 'happy', 'relaxed', 'grateful', 'amused', 'grateful', 'relaxed', 'curious', 'relaxed', 'amused']"
history_19_9,history,36,32,35,0.9142857142857143,"['happy', 'grateful', 'happy', 'happy', 'proud', 'proud', 'proud', 'excited', 'relaxed', 'happy', 'grateful', 'happy', 'nostalgic', 'curious', 'nostalgic', 'curious', 'relaxed', 'confused', 'grateful', 'amused', 'happy', 'curious', 'hopeful', 'relaxed', 'proud', 'enthusiastic', 'nostalgic', 'amused', 'happy', 'curious', 'hopeful', 'happy', 'curious', 'amused', 'curious', 'grateful']"
history_1_10,history,10,9,9,1.0,"['happy', 'amused', 'happy', 'proud', 'grateful', 'nostalgic', 'grateful', 'proud', 'enthusiastic', 'happy']"
history_20_8,history,8,7,7,1.0,"['amused', 'relaxed', 'amused', 'curious', 'amused', 'happy', 'amused', 'curious']"
history_25_10,history,10,9,9,1.0,"['curious', 'amused', 'happy', 'proud', 'excited', 'proud', 'enthusiastic', 'happy', 'relaxed', 'amused']"
history_26_10,history,10,9,9,1.0,"['happy', 'amused', 'curious', 'excited', 'proud', 'happy', 'grateful', 'relaxed', 'amused', 'curious']"
history_29_9,history,18,16,17,0.9411764705882353,"['amused', 'amused', 'surprised', 'happy', 'curious', 'proud', 'amused', 'enthusiastic', 'curious', 'proud', 'amused', 'relaxed', 'happy', 'amused', 'curious', 'relaxed', 'amused', 'hopeful']"
history_44_9,history,9,8,8,1.0,"['grateful', 'nostalgic', 'relaxed', 'happy', 'excited', 'amused', 'happy', 'proud', 'relaxed']"
history_54_8,history,16,13,15,0.8666666666666667,"['amused', 'proud', 'happy', 'happy', 'amused', 'proud', 'relaxed', 'relaxed', 'happy', 'hopeful', 'amused', 'curious', 'relaxed', 'amused', 'happy', 'curious']"
history_63_8,history,8,7,7,1.0,"['curious', 'amused', 'curious', 'amused', 'relaxed', 'nostalgic', 'grateful', 'happy']"
history_6_9,history,9,8,8,1.0,"['amused', 'relaxed', 'grateful', 'nostalgic', 'relaxed', 'happy', 'proud', 'relaxed', 'happy']"
history_72_9,history,18,15,17,0.8823529411764706,"['relaxed', 'nostalgic', 'nostalgic', 'relaxed', 'happy', 'amused', 'enthusiastic', 'curious', 'proud', 'amused', 'happy', 'excited', 'amused', 'amused', 'relaxed', 'happy', 'amused', 'proud']"
history_74_10,history,10,9,9,1.0,"['nostalgic', 'happy', 'grateful', 'proud', 'happy', 'grateful', 'happy', 'amused', 'curious', 'excited']"
history_76_9,history,9,8,8,1.0,"['amused', 'curious', 'amused', 'surprised', 'curious', 'amused', 'happy', 'relaxed', 'hopeful']"
history_77_10,history,10,9,9,1.0,"['nostalgic', 'happy', 'proud', 'happy', 'amused', 'relaxed', 'grateful', 'relaxed', 'amused', 'relaxed']"
history_78_8,history,8,7,7,1.0,"['happy', 'curious', 'amused', 'curious', 'amused', 'relaxed', 'nostalgic', 'grateful']"
history_8_8,history,8,7,7,1.0,"['nostalgic', 'happy', 'enthusiastic', 'proud', 'happy', 'relaxed', 'hopeful', 'curious']"
history_90_8,history,8,7,7,1.0,"['nostalgic', 'grateful', 'proud', 'happy', 'proud', 'relaxed', 'nostalgic', 'happy']"
history_97_8,history,8,7,7,1.0,"['happy', 'relaxed', 'hopeful', 'grateful', 'proud', 'relaxed', 'nostalgic', 'grateful']"
history_98_8,history,8,7,7,1.0,"['grateful', 'proud', 'happy', 'grateful', 'relaxed', 'hopeful', 'happy', 'proud']"
hobbies_17_10,hobbies,10,9,9,1.0,"['relaxed', 'grateful', 'relaxed', 'nostalgic', 'grateful', 'happy', 'enthusiastic', 'happy', 'excited', 'enthusiastic']"
hobbies_21_10,hobbies,10,9,9,1.0,"['enthusiastic', 'excited', 'amused', 'relaxed', 'grateful', 'relaxed', 'hopeful', 'nostalgic', 'relaxed', 'grateful']"
hobbies_26_9,hobbies,18,15,17,0.8823529411764706,"['relaxed', 'curious', 'happy', 'surprised', 'relaxed', 'happy', 'grateful', 'grateful', 'happy', 'relaxed', 'excited', 'happy', 'curious', 'amused', 'amused', 'curious', 'happy', 'amused']"
hobbies_36_8,hobbies,8,7,7,1.0,"['amused', 'happy', 'curious', 'excited', 'enthusiastic', 'excited', 'curious', 'excited']"
hobbies_41_8,hobbies,8,7,7,1.0,"['excited', 'enthusiastic', 'curious', 'amused', 'excited', 'happy', 'enthusiastic', 'excited']"
hobbies_44_9,hobbies,9,8,8,1.0,"['relaxed', 'grateful', 'happy', 'curious', 'amused', 'curious', 'excited', 'amused', 'curious']"
hobbies_57_8,hobbies,16,12,15,0.8,"['excited', 'relaxed', 'enthusiastic', 'happy', 'happy', 'enthusiastic', 'excited', 'excited', 'enthusiastic', 'happy', 'happy', 'grateful', 'curious', 'relaxed', 'amused', 'happy']"
hobbies_5_10,hobbies,10,9,9,1.0,"['enthusiastic', 'happy', 'curious', 'excited', 'enthusiastic', 'curious', 'excited', 'amused', 'relaxed', 'happy']"
hobbies_63_10,hobbies,20,17,19,0.8947368421052632,"['curious', 'relaxed', 'enthusiastic', 'grateful', 'curious', 'relaxed', 'enthusiastic', 'grateful', 'excited', 'happy', 'happy', 'curious', 'proud', 'enthusiastic', 'relaxed', 'happy', 'amused', 'grateful', 'happy', 'happy']"
hobbies_64_9,hobbies,27,23,26,0.8846153846153846,"['amused', 'relaxed', 'curious', 'relaxed', 'happy', 'enthusiastic', 'amused', 'excited', 'curious', 'excited', 'curious', 'enthusiastic', 'amused', 'confused', 'happy', 'happy', 'anxious', 'grateful', 'grateful', 'confused', 'nostalgic', 'hopeful', 'curious', 'happy', 'happy', 'excited', 'enthusiastic']"
hobbies_6_8,hobbies,16,11,15,0.7333333333333333,"['excited', 'curious', 'amused', 'excited', 'excited', 'amused', 'amused', 'relaxed', 'relaxed', 'amused', 'amused', 'relaxed', 'excited', 'grateful', 'amused', 'hopeful']"
hobbies_71_10,hobbies,10,9,9,1.0,"['curious', 'enthusiastic', 'curious', 'amused', 'curious', 'enthusiastic', 'excited', 'enthusiastic', 'curious', 'enthusiastic']"
hobbies_78_10,hobbies,10,9,9,1.0,"['happy', 'relaxed', 'happy', 'grateful', 'relaxed', 'grateful', 'relaxed', 'amused', 'curious', 'enthusiastic']"
hobbies_78_8,hobbies,8,7,7,1.0,"['relaxed', 'happy', 'excited', 'curious', 'enthusiastic', 'happy', 'grateful', 'relaxed']"
hobbies_79_10,hobbies,10,9,9,1.0,"['curious', 'enthusiastic', 'excited', 'curious', 'excited', 'happy', 'relaxed', 'happy', 'excited', 'amused']"
hobbies_7_9,hobbies,9,8,8,1.0,"['curious', 'amused', 'happy', 'curious', 'surprised', 'amused', 'excited', 'amused', 'curious']"
hobbies_80_10,hobbies,10,9,9,1.0,"['amused', 'curious', 'confused', 'curious', 'amused', 'excited', 'enthusiastic', 'curious', 'excited', 'proud']"
hobbies_8_10,hobbies,10,9,9,1.0,"['grateful', 'happy', 'excited', 'curious', 'amused', 'relaxed', 'amused', 'happy', 'relaxed', 'happy']"
hobbies_91_10,hobbies,10,9,9,1.0,"['enthusiastic', 'excited', 'happy', 'relaxed', 'happy', 'excited', 'happy', 'proud', 'enthusiastic', 'excited']"
hobbies_93_9,hobbies,9,8,8,1.0,"['curious', 'amused', 'curious', 'enthusiastic', 'curious', 'excited', 'enthusiastic', 'excited', 'amused']"
hobbies_98_10,hobbies,20,17,19,0.8947368421052632,"['grateful', 'enthusiastic', 'hopeful', 'happy', 'excited', 'curious', 'amused', 'enthusiastic', 'curious', 'curious', 'enthusiastic', 'enthusiastic', 'curious', 'happy', 'enthusiastic', 'curious', 'excited', 'amused', 'enthusiastic', 'happy']"
hobbies_99_8,hobbies,24,19,23,0.8260869565217391,"['excited', 'enthusiastic', 'grateful', 'amused', 'excited', 'proud', 'curious', 'happy', 'enthusiastic', 'amused', 'amused', 'curious', 'curious', 'relaxed', 'excited', 'enthusiastic', 'grateful', 'curious', 'curious', 'relaxed', 'excited', 'enthusiastic', 'happy', 'happy']"
holidays_20_9,holidays,9,8,8,1.0,"['excited', 'happy', 'relaxed', 'happy', 'enthusiastic', 'curious', 'excited', 'proud', 'relaxed']"
holidays_38_9,holidays,36,30,35,0.8571428571428571,"['happy', 'enthusiastic', 'relaxed', 'excited', 'enthusiastic', 'happy', 'grateful', 'happy', 'excited', 'grateful', 'relaxed', 'excited', 'enthusiastic', 'happy', 'happy', 'amused', 'curious', 'amused', 'curious', 'curious', 'amused', 'excited', 'amused', 'amused', 'relaxed', 'amused', 'happy', 'happy', 'grateful', 'excited', 'proud', 'enthusiastic', 'happy', 'amused', 'happy', 'happy']"
holidays_3_10,holidays,10,9,9,1.0,"['happy', 'grateful', 'relaxed', 'happy', 'enthusiastic', 'happy', 'enthusiastic', 'proud', 'excited', 'surprised']"
holidays_46_8,holidays,8,7,7,1.0,"['enthusiastic', 'excited', 'happy', 'excited', 'amused', 'happy', 'curious', 'enthusiastic']"
holidays_57_10,holidays,10,9,9,1.0,"['relaxed', 'grateful', 'relaxed', 'amused', 'relaxed', 'happy', 'amused', 'curious', 'excited', 'enthusiastic']"
holidays_58_10,holidays,10,9,9,1.0,"['sad', 'disappointed', 'sad', 'disappointed', 'sad', 'hopeful', 'excited', 'curious', 'enthusiastic', 'happy']"
holidays_5_10,holidays,10,9,9,1.0,"['happy', 'amused', 'curious', 'amused', 'excited', 'happy', 'amused', 'curious', 'amused', 'happy']"
holidays_66_9,holidays,27,20,26,0.7692307692307693,"['amused', 'amused', 'enthusiastic', 'happy', 'curious', 'curious', 'enthusiastic', 'surprised', 'surprised', 'happy', 'excited', 'curious', 'relaxed', 'proud', 'amused', 'amused', 'relaxed', 'excited', 'curious', 'grateful', 'enthusiastic', 'amused', 'hopeful', 'happy', 'happy', 'grateful', 'grateful']"
holidays_73_8,holidays,8,7,7,1.0,"['amused', 'surprised', 'excited', 'happy', 'enthusiastic', 'happy', 'excited', 'happy']"
holidays_76_10,holidays,10,9,9,1.0,"['relaxed', 'amused', 'happy', 'grateful', 'relaxed', 'amused', 'excited', 'proud', 'relaxed', 'nostalgic']"
holidays_76_9,holidays,9,8,8,1.0,"['amused', 'curious', 'enthusiastic', 'curious', 'enthusiastic', 'happy', 'relaxed', 'amused', 'relaxed']"
holidays_79_10,holidays,10,9,9,1.0,"['enthusiastic', 'happy', 'amused', 'curious', 'enthusiastic', 'excited', 'happy', 'curious', 'amused', 'curious']"
holidays_84_9,holidays,9,8,8,1.0,"['happy', 'grateful', 'relaxed', 'grateful', 'happy', 'relaxed', 'happy', 'curious', 'amused']"
holidays_85_8,holidays,16,14,15,0.9333333333333333,"['enthusiastic', 'sad', 'curious', 'worried', 'confused', 'frustrated', 'curious', 'anxious', 'amused', 'surprised', 'curious', 'happy', 'excited', 'excited', 'enthusiastic', 'amused']"
holidays_90_10,holidays,20,17,19,0.8947368421052632,"['amused', 'excited', 'relaxed', 'enthusiastic', 'happy', 'curious', 'relaxed', 'excited', 'amused', 'enthusiastic', 'happy', 'happy', 'curious', 'excited', 'excited', 'enthusiastic', 'curious', 'happy', 'enthusiastic', 'amused']"
holidays_94_8,holidays,24,17,23,0.7391304347826086,"['amused', 'curious', 'curious', 'excited', 'amused', 'enthusiastic', 'enthusiastic', 'curious', 'excited', 'hopeful', 'enthusiastic', 'curious', 'happy', 'curious', 'amused', 'enthusiastic', 'excited', 'excited', 'curious', 'amused', 'amused', 'amused', 'curious', 'curious']"
holidays_9_9,holidays,18,16,17,0.9411764705882353,"['excited', 'relaxed', 'enthusiastic', 'grateful', 'curious', 'relaxed', 'surprised', 'amused', 'worried', 'curious', 'sad', 'amused', 'hopeful', 'excited', 'excited', 'happy', 'enthusiastic', 'curious']"
home_10_10,home,10,9,9,1.0,"['relaxed', 'nostalgic', 'grateful', 'happy', 'excited', 'enthusiastic', 'excited', 'amused', 'excited', 'curious']"
home_11_10,home,20,17,19,0.8947368421052632,"['amused', 'grateful', 'curious', 'proud', 'confused', 'excited', 'curious', 'amused', 'excited', 'happy', 'curious', 'excited', 'excited', 'amused', 'amused', 'excited', 'relaxed', 'happy', 'grateful', 'enthusiastic']"
home_14_9,home,9,8,8,1.0,"['happy', 'enthusiastic', 'excited', 'amused', 'excited', 'happy', 'relaxed', 'grateful', 'relaxed']"
home_17_10,home,20,16,19,0.8421052631578947,"['relaxed', 'happy', 'happy', 'curious', 'curious', 'excited', 'amused', 'proud', 'happy', 'enthusiastic', 'grateful', 'curious', 'happy', 'excited', 'enthusiastic', 'amused', 'excited', 'excited', 'enthusiastic', 'curious']"
home_17_8,home,16,11,15,0.7333333333333333,"['curious', 'excited', 'enthusiastic', 'curious', 'happy', 'amused', 'grateful', 'excited', 'happy', 'happy', 'grateful', 'grateful', 'happy', 'happy', 'grateful', 'grateful']"
home_20_9,home,18,14,17,0.8235294117647058,"['curious', 'enthusiastic', 'excited', 'excited', 'amused', 'happy', 'happy', 'enthusiastic', 'relaxed', 'curious', 'amused', 'excited', 'happy', 'curious', 'enthusiastic', 'excited', 'excited', 'enthusiastic']"
home_21_8,home,16,14,15,0.9333333333333333,"['curious', 'happy', 'enthusiastic', 'enthusiastic', 'happy', 'excited', 'grateful', 'amused', 'happy', 'curious', 'excited', 'enthusiastic', 'happy', 'curious', 'relaxed', 'enthusiastic']"
home_32_10,home,10,9,9,1.0,"['grateful', 'happy', 'grateful', 'relaxed', 'happy', 'excited', 'enthusiastic', 'excited', 'proud', 'happy']"
home_34_9,home,18,16,17,0.9411764705882353,"['grateful', 'curious', 'happy', 'enthusiastic', 'excited', 'curious', 'amused', 'enthusiastic', 'relaxed', 'proud', 'happy', 'happy', 'grateful', 'excited', 'happy', 'amused', 'enthusiastic', 'relaxed']"
home_35_10,home,10,9,9,1.0,"['enthusiastic', 'curious', 'excited', 'surprised', 'curious', 'amused', 'excited', 'amused', 'relaxed', 'grateful']"
home_41_8,home,8,7,7,1.0,"['excited', 'happy', 'grateful', 'happy', 'excited', 'happy', 'grateful', 'hopeful']"
home_51_10,home,10,9,9,1.0,"['excited', 'surprised', 'excited', 'amused', 'relaxed', 'amused', 'happy', 'grateful', 'proud', 'enthusiastic']"
home_57_8,home,8,7,7,1.0,"['relaxed', 'grateful', 'relaxed', 'happy', 'relaxed', 'amused', 'excited', 'happy']"
home_59_10,home,10,9,9,1.0,"['amused', 'surprised', 'amused', 'excited', 'amused', 'relaxed', 'amused', 'curious', 'amused', 'relaxed']"
home_64_8,home,16,12,15,0.8,"['relaxed', 'grateful', 'amused', 'happy', 'excited', 'amused', 'amused', 'happy', 'happy', 'enthusiastic', 'enthusiastic', 'happy', 'curious', 'grateful', 'amused', 'relaxed']"
home_69_8,home,24,20,23,0.8695652173913043,"['enthusiastic', 'happy', 'grateful', 'curious', 'amused', 'relaxed', 'amused', 'relaxed', 'amused', 'excited', 'happy', 'surprised', 'proud', 'amused', 'curious', 'relaxed', 'relaxed', 'amused', 'hopeful', 'grateful', 'happy', 'happy', 'happy', 'amused']"
home_6_8,home,16,14,15,0.9333333333333333,"['excited', 'relaxed', 'surprised', 'hopeful', 'happy', 'curious', 'excited', 'amused', 'enthusiastic', 'happy', 'excited', 'enthusiastic', 'happy', 'curious', 'enthusiastic', 'enthusiastic']"
home_83_9,home,18,14,17,0.8235294117647058,"['excited', 'relaxed', 'happy', 'happy', 'excited', 'grateful', 'proud', 'relaxed', 'grateful', 'grateful', 'happy', 'relaxed', 'amused', 'happy', 'curious', 'curious', 'amused', 'enthusiastic']"
home_91_8,home,16,13,15,0.8666666666666667,"['happy', 'happy', 'grateful', 'enthusiastic', 'happy', 'excited', 'relaxed', 'enthusiastic', 'happy', 'happy', 'amused', 'excited', 'relaxed', 'enthusiastic', 'hopeful', 'happy']"
home_97_8,home,8,7,7,1.0,"['grateful', 'happy', 'amused', 'excited', 'enthusiastic', 'curious', 'amused', 'happy']"
languages_32_8,languages,8,7,7,1.0,"['excited', 'proud', 'excited', 'enthusiastic', 'happy', 'enthusiastic', 'proud', 'relaxed']"
languages_36_10,languages,20,16,19,0.8421052631578947,"['proud', 'proud', 'excited', 'enthusiastic', 'amused', 'excited', 'curious', 'amused', 'excited', 'excited', 'amused', 'enthusiastic', 'surprised', 'curious', 'amused', 'amused', 'happy', 'excited', 'relaxed', 'curious']"
languages_46_10,languages,10,9,9,1.0,"['proud', 'relaxed', 'grateful', 'relaxed', 'amused', 'excited', 'curious', 'confused', 'curious', 'enthusiastic']"
languages_51_10,languages,20,18,19,0.9473684210526315,"['excited', 'amused', 'curious', 'excited', 'excited', 'proud', 'curious', 'grateful', 'enthusiastic', 'relaxed', 'curious', 'hopeful', 'enthusiastic', 'grateful', 'hopeful', 'relaxed', 'curious', 'hopeful', 'enthusiastic', 'excited']"
languages_59_8,languages,16,13,15,0.8666666666666667,"['curious', 'relaxed', 'amused', 'hopeful', 'happy', 'happy', 'excited', 'excited', 'amused', 'enthusiastic', 'happy', 'excited', 'relaxed', 'proud', 'hopeful', 'enthusiastic']"
languages_62_8,languages,8,7,7,1.0,"['amused', 'excited', 'happy', 'amused', 'relaxed', 'nostalgic', 'relaxed', 'amused']"
languages_70_8,languages,24,18,23,0.782608695652174,"['enthusiastic', 'enthusiastic', 'relaxed', 'happy', 'proud', 'amused', 'proud', 'excited', 'excited', 'excited', 'curious', 'enthusiastic', 'amused', 'excited', 'excited', 'relaxed', 'proud', 'amused', 'hopeful', 'happy', 'excited', 'excited', 'proud', 'enthusiastic']"
languages_73_9,languages,9,8,8,1.0,"['amused', 'relaxed', 'happy', 'curious', 'enthusiastic', 'curious', 'amused', 'relaxed', 'hopeful']"
languages_84_8,languages,24,16,23,0.6956521739130435,"['excited', 'amused', 'proud', 'proud', 'relaxed', 'excited', 'excited', 'hopeful', 'enthusiastic', 'proud', 'curious', 'excited', 'excited', 'amused', 'proud', 'proud', 'relaxed', 'relaxed', 'enthusiastic', 'hopeful', 'hopeful', 'excited', 'excited', 'curious']"
languages_87_10,languages,10,9,9,1.0,"['excited', 'amused', 'excited', 'enthusiastic', 'curious', 'enthusiastic', 'hopeful', 'excited', 'happy', 'curious']"
languages_88_10,languages,20,19,19,1.0,"['proud', 'excited', 'relaxed', 'enthusiastic', 'amused', 'excited', 'relaxed', 'proud', 'hopeful', 'relaxed', 'grateful', 'nostalgic', 'proud', 'hopeful', 'excited', 'curious', 'proud', 'amused', 'excited', 'surprised']"
languages_88_9,languages,9,8,8,1.0,"['proud', 'excited', 'amused', 'curious', 'enthusiastic', 'proud', 'excited', 'proud', 'grateful']"
languages_89_8,languages,24,22,23,0.9565217391304348,"['proud', 'curious', 'proud', 'happy', 'confused', 'enthusiastic', 'excited', 'curious', 'happy', 'curious', 'excited', 'excited', 'enthusiastic', 'curious', 'enthusiastic', 'proud', 'enthusiastic', 'hopeful', 'happy', 'proud', 'excited', 'proud', 'grateful', 'happy']"
languages_97_10,languages,20,16,19,0.8421052631578947,"['proud', 'excited', 'excited', 'enthusiastic', 'happy', 'proud', 'relaxed', 'excited', 'nostalgic', 'curious', 'relaxed', 'excited', 'grateful', 'happy', 'proud', 'enthusiastic', 'enthusiastic', 'curious', 'curious', 'amused']"
makeup_10_10,makeup,10,9,9,1.0,"['curious', 'amused', 'curious', 'excited', 'curious', 'amused', 'curious', 'enthusiastic', 'excited', 'amused']"
makeup_13_9,makeup,27,22,26,0.8461538461538461,"['grateful', 'excited', 'excited', 'hopeful', 'proud', 'happy', 'curious', 'relaxed', 'relaxed', 'enthusiastic', 'amused', 'happy', 'happy', 'relaxed', 'relaxed', 'curious', 'amused', 'happy', 'excited', 'curious', 'enthusiastic', 'proud', 'amused', 'curious', 'enthusiastic', 'happy', 'enthusiastic']"
makeup_15_8,makeup,24,22,23,0.9565217391304348,"['curious', 'grateful', 'happy', 'enthusiastic', 'relaxed', 'excited', 'hopeful', 'grateful', 'amused', 'curious', 'hopeful', 'happy', 'confused', 'grateful', 'enthusiastic', 'worried', 'relaxed', 'excited', 'hopeful', 'hopeful', 'proud', 'excited', 'grateful', 'relaxed']"
makeup_41_9,makeup,9,8,8,1.0,"['amused', 'excited', 'happy', 'curious', 'amused', 'surprised', 'curious', 'amused', 'excited']"
makeup_48_8,makeup,16,15,15,1.0,"['amused', 'grateful', 'happy', 'relaxed', 'amused', 'grateful', 'excited', 'relaxed', 'happy', 'amused', 'enthusiastic', 'happy', 'excited', 'amused', 'happy', 'curious']"
makeup_53_9,makeup,18,15,17,0.8823529411764706,"['enthusiastic', 'amused', 'excited', 'happy', 'curious', 'relaxed', 'amused', 'grateful', 'excited', 'relaxed', 'happy', 'happy', 'grateful', 'grateful', 'happy', 'relaxed', 'enthusiastic', 'happy']"
